                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.3038,                 2.7208,                 1.4772,                0.69134,                0.56956,                0.66313,                 0.4278,                 1.1454,                 2.2813,                 1.3326,               0.070022,              0.0033309,              0.0033309
